2019-01-22 11-38-03-0821: KSJAPI::Api Version     = 8.0.0.6 
2019-01-22 11-38-03-0821: KSJAPI::Device Type     = 102 
2019-01-22 11-38-03-0821: KSJAPI::Serial          = 255  
2019-01-22 11-38-03-0821: KSJAPI::FirmwareVersion = 2.1  
2019-01-22 11-38-03-0821: KSJAPI:: __FUNCTION__ = AddCamera 
2019-01-22 11-38-03-0821: KSJAPI::szDllName = libksjcam_102.so  dlopen success
2019-01-22 11-38-03-0822: KSJAPI::RdFpga Address = 0128(0x0080), Value = 57855(0xe1ff), Return = 0
2019-01-22 11-38-03-0838: KSJAPI::RdFpga Address = 0151(0x0097), Value = 05079(0x13d7), Return = 0
2019-01-22 11-38-03-0838: KSJAPI::RdFpga Address = 0152(0x0098), Value = 00286(0x011e), Return = 0
2019-01-22 11-38-03-0838: KSJAPI::RdFpga Address = 0153(0x0099), Value = 00245(0x00f5), Return = 0
2019-01-22 11-38-03-0838: KSJAPI::RdFpga Address = 0154(0x009a), Value = 64144(0xfa90), Return = 0
2019-01-22 11-38-03-0839: KSJAPI::RdFpga Address = 0155(0x009b), Value = 05242(0x147a), Return = 0
2019-01-22 11-38-03-0839: KSJAPI::RdFpga Address = 0156(0x009c), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0839: KSJAPI::RdFpga Address = 0157(0x009d), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0839: KSJAPI::RdFpga Address = 0158(0x009e), Value = 00006(0x0006), Return = 0
2019-01-22 11-38-03-0840: KSJAPI::RdFpga Address = 0159(0x009f), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0840: KSJAPI::RdFpga Address = 0161(0x00a1), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0840: KSJAPI::RdFpga Address = 0162(0x00a2), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0841: KSJAPI::RdSensor Address = 0011(0x000b), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0841: KSJAPI::RdSensor Address = 0012(0x000c), Value = 00004(0x0004), Return = 0
2019-01-22 11-38-03-0841: KSJAPI::RdSensor Address = 0013(0x000d), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0841: KSJAPI::RdSensor Address = 0014(0x000e), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0842: KSJAPI::RdSensor Address = 0015(0x000f), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0842: KSJAPI::RdSensor Address = 0016(0x0010), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0842: KSJAPI::RdSensor Address = 0009(0x0009), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0843: KSJAPI::RdSensor Address = 0010(0x000a), Value = 00002(0x0002), Return = 0
2019-01-22 11-38-03-0843: KSJAPI::RdSensor Address = 0017(0x0011), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0843: KSJAPI::RdSensor Address = 0026(0x001a), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0844: KSJAPI::RdSensor Address = 0069(0x0045), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0844: KSJAPI::RdSensor Address = 0004(0x0004), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-03-0844: KSJAPI::RdSensor Address = 0005(0x0005), Value = 00003(0x0003), Return = 0
2019-01-22 11-38-03-0845: KSJAPI::RdSensor Address = 0006(0x0006), Value = 00016(0x0010), Return = 0
2019-01-22 11-38-03-0845: KSJAPI::RdSensor Address = 0007(0x0007), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0009: KSJAPI::RdFpga Address = 0147(0x0093), Value = 05693(0x163d), Return = 0
2019-01-22 11-38-04-0009: KSJAPI::RdFpga Address = 0148(0x0094), Value = 63284(0xf734), Return = 0
2019-01-22 11-38-04-0010: KSJAPI::RdFpga Address = 0149(0x0095), Value = 00655(0x028f), Return = 0
2019-01-22 11-38-04-0011: KSJAPI::RdFpga Address = 0150(0x0096), Value = 64267(0xfb0b), Return = 0
2019-01-22 11-38-04-0011: KSJAPI::RdFpga Address = 0151(0x0097), Value = 05079(0x13d7), Return = 0
2019-01-22 11-38-04-0012: KSJAPI::RdFpga Address = 0152(0x0098), Value = 00286(0x011e), Return = 0
2019-01-22 11-38-04-0012: KSJAPI::RdFpga Address = 0153(0x0099), Value = 00245(0x00f5), Return = 0
2019-01-22 11-38-04-0013: KSJAPI::RdFpga Address = 0154(0x009a), Value = 64144(0xfa90), Return = 0
2019-01-22 11-38-04-0013: KSJAPI::RdFpga Address = 0155(0x009b), Value = 05242(0x147a), Return = 0
2019-01-22 11-38-04-0636: KSJAPI::WrSensor Address = 0013(0x000d), Value = 00002(0x0002), Return = 0
2019-01-22 11-38-04-0637: KSJAPI::WrSensor Address = 0011(0x000b), Value = 00196(0x00c4), Return = 0
2019-01-22 11-38-04-0639: libusb_bulk_transfer: ret = -1, hPipe = 0xd8019180, m_uBulkEndpointAddress = 0x81, nTotalBytes = 19961856, nNumberOfBytesRead = 0 ulTimeOut = 8000
2019-01-22 11-38-04-0639: CKSJBusUsb::ReadData ReadRawDataAfterStart error  nRet = -8 
2019-01-22 11-38-04-0640: KSJAPI::RdFpga Address = 0128(0x0080), Value = 57595(0xe0fb), Return = 0
2019-01-22 11-38-04-0640: KSJAPI::CKSJDeviceOnBusUsb::Recover Close()  nRet = 0  
2019-01-22 11-38-04-0641: KSJAPI::CKSJDeviceOnBusUsb::Recover OpenLostDevice()  nRet = 0  
2019-01-22 11-38-04-0642: KSJAPI::SetWorkingMode WorkingMode = 00000(0x0000), Return = 0000
2019-01-22 11-38-04-0643: KSJAPI::WrFpga Address = 0003(0x0003), Value = 65535(0xffff), Return = 0
2019-01-22 11-38-04-0644: KSJAPI::WrFpga Address = 0009(0x0009), Value = 00257(0x0101), Return = 0
2019-01-22 11-38-04-0645: KSJAPI::WrFpga Address = 0016(0x0010), Value = 07426(0x1d02), Return = 0
2019-01-22 11-38-04-0646: KSJAPI::WrFpga Address = 0017(0x0011), Value = 04096(0x1000), Return = 0
2019-01-22 11-38-04-0647: KSJAPI::WrFpga Address = 0018(0x0012), Value = 08257(0x2041), Return = 0
2019-01-22 11-38-04-0649: KSJAPI::WrFpga Address = 0019(0x0013), Value = 05693(0x163d), Return = 0
2019-01-22 11-38-04-0650: KSJAPI::WrFpga Address = 0020(0x0014), Value = 63284(0xf734), Return = 0
2019-01-22 11-38-04-0651: KSJAPI::WrFpga Address = 0021(0x0015), Value = 00655(0x028f), Return = 0
2019-01-22 11-38-04-0651: KSJAPI::WrFpga Address = 0022(0x0016), Value = 64267(0xfb0b), Return = 0
2019-01-22 11-38-04-0652: KSJAPI::WrFpga Address = 0023(0x0017), Value = 05079(0x13d7), Return = 0
2019-01-22 11-38-04-0653: KSJAPI::WrFpga Address = 0024(0x0018), Value = 00286(0x011e), Return = 0
2019-01-22 11-38-04-0654: KSJAPI::WrFpga Address = 0025(0x0019), Value = 00245(0x00f5), Return = 0
2019-01-22 11-38-04-0655: KSJAPI::WrFpga Address = 0026(0x001a), Value = 64144(0xfa90), Return = 0
2019-01-22 11-38-04-0655: KSJAPI::WrFpga Address = 0027(0x001b), Value = 05242(0x147a), Return = 0
2019-01-22 11-38-04-0656: KSJAPI::WrFpga Address = 0028(0x001c), Value = 00001(0x0001), Return = 0
2019-01-22 11-38-04-0657: KSJAPI::WrFpga Address = 0029(0x001d), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0658: KSJAPI::WrFpga Address = 0030(0x001e), Value = 00006(0x0006), Return = 0
2019-01-22 11-38-04-0659: KSJAPI::WrFpga Address = 0031(0x001f), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0660: KSJAPI::WrFpga Address = 0033(0x0021), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0660: KSJAPI::WrFpga Address = 0034(0x0022), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0661: KSJAPI::WrSensor Address = 0011(0x000b), Value = 00196(0x00c4), Return = 0
2019-01-22 11-38-04-0662: KSJAPI::WrSensor Address = 0012(0x000c), Value = 00004(0x0004), Return = 0
2019-01-22 11-38-04-0663: KSJAPI::WrSensor Address = 0013(0x000d), Value = 00002(0x0002), Return = 0
2019-01-22 11-38-04-0664: KSJAPI::WrSensor Address = 0014(0x000e), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0665: KSJAPI::WrSensor Address = 0015(0x000f), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0666: KSJAPI::WrSensor Address = 0016(0x0010), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0667: KSJAPI::WrSensor Address = 0009(0x0009), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0668: KSJAPI::WrSensor Address = 0010(0x000a), Value = 00002(0x0002), Return = 0
2019-01-22 11-38-04-0669: KSJAPI::WrSensor Address = 0017(0x0011), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0670: KSJAPI::WrSensor Address = 0026(0x001a), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0670: KSJAPI::WrSensor Address = 0069(0x0045), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0671: KSJAPI::WrSensor Address = 0004(0x0004), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0672: KSJAPI::WrSensor Address = 0005(0x0005), Value = 00003(0x0003), Return = 0
2019-01-22 11-38-04-0674: KSJAPI::WrSensor Address = 0006(0x0006), Value = 00016(0x0010), Return = 0
2019-01-22 11-38-04-0675: KSJAPI::WrSensor Address = 0007(0x0007), Value = 00000(0x0000), Return = 0
2019-01-22 11-38-04-0675: KSJAPI::CKSJDeviceOnBusUsb::Recover  m_pCam->Cam_RecoverRelatedRegValue() nRet = -10  
2019-01-22 11-38-05-0187: KSJAPI::CKSJDeviceOnBusUsb::Recover Reset() nRet = -10  
