2019-01-22 11-30-40-0953: KSJAPI::Api Version     = 8.0.0.6 
2019-01-22 11-30-40-0953: KSJAPI::Device Type     = 102 
2019-01-22 11-30-40-0953: KSJAPI::Serial          = 255  
2019-01-22 11-30-40-0953: KSJAPI::FirmwareVersion = 2.1  
2019-01-22 11-30-40-0953: KSJAPI:: __FUNCTION__ = AddCamera 
2019-01-22 11-30-40-0954: KSJAPI::szDllName = libksjcam_102.so  dlopen success
2019-01-22 11-30-40-0954: KSJAPI::RdFpga Address = 0128(0x0080), Value = 57855(0xe1ff), Return = 0
2019-01-22 11-30-41-0004: KSJAPI::RdSensor Address = 0011(0x000b), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0005: KSJAPI::RdSensor Address = 0012(0x000c), Value = 00004(0x0004), Return = 0
2019-01-22 11-30-41-0006: KSJAPI::RdSensor Address = 0013(0x000d), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0007: KSJAPI::RdSensor Address = 0014(0x000e), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0008: KSJAPI::RdSensor Address = 0015(0x000f), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0009: KSJAPI::RdSensor Address = 0016(0x0010), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0010: KSJAPI::RdSensor Address = 0009(0x0009), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0011: KSJAPI::RdSensor Address = 0010(0x000a), Value = 00002(0x0002), Return = 0
2019-01-22 11-30-41-0012: KSJAPI::RdSensor Address = 0017(0x0011), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0012: KSJAPI::RdSensor Address = 0026(0x001a), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0013: KSJAPI::RdSensor Address = 0069(0x0045), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0014: KSJAPI::RdSensor Address = 0004(0x0004), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0015: KSJAPI::RdSensor Address = 0005(0x0005), Value = 00003(0x0003), Return = 0
2019-01-22 11-30-41-0016: KSJAPI::RdSensor Address = 0006(0x0006), Value = 00016(0x0010), Return = 0
2019-01-22 11-30-41-0017: KSJAPI::RdSensor Address = 0007(0x0007), Value = 00000(0x0000), Return = 0
2019-01-22 11-30-41-0489: KSJAPI::RdFpga Address = 0147(0x0093), Value = 05693(0x163d), Return = 0
2019-01-22 11-30-41-0775: KSJAPI::RdFpga Address = 0148(0x0094), Value = 00000(0x0000), Return = -8
